datetime,packet_count_sum,total_bytes_sum
2025-09-02 18:34:30,41035,1840396
2025-09-02 18:34:40,40385,1834432
2025-09-02 18:34:50,37435,1672064
2025-09-02 18:35:00,38715,1750028
2025-09-02 18:35:10,37422,1705584
2025-09-02 18:35:20,34517,1547488
2025-09-02 18:35:30,35093,1570100
2025-09-02 18:35:40,33741,1524416
2025-09-02 18:35:50,32933,1457412
2025-09-02 18:36:00,34941,1519700
2025-09-02 18:36:10,29608,1326740
2025-09-02 18:36:20,29380,1306048
2025-09-02 18:36:30,23052,1020852
2025-09-02 18:36:40,24921,1109056
2025-09-02 18:36:50,22540,992208
2025-09-02 18:37:00,18620,801936
2025-09-02 18:37:10,15334,654072
2025-09-02 18:37:20,13654,575812
2025-09-02 18:37:30,2886,122104
2025-09-02 18:37:40,2316091,92259656
2025-09-02 18:37:50,522396,23462424
2025-09-02 18:38:00,304749,13589088
2025-09-02 18:38:10,186961,8523864
2025-09-02 18:38:20,133826,6061060
2025-09-02 18:38:30,104248,4687312
2025-09-02 18:38:40,88609,3971436
2025-09-02 18:38:50,82901,3754060
2025-09-02 18:39:00,70885,3191872
2025-09-02 18:39:10,72812,3336080
2025-09-02 18:39:20,62542,2818548
2025-09-02 18:39:30,61086,2801580
2025-09-02 18:39:40,55877,2468416
2025-09-02 18:39:50,55663,2540120
2025-09-02 18:40:00,52060,2385508
2025-09-02 18:40:10,50140,2269740
2025-09-02 18:40:20,45382,2040040
2025-09-02 18:40:30,50682,2328368
2025-09-02 18:40:40,44918,2035436
2025-09-02 18:40:50,42964,1952768
2025-09-02 18:41:00,45384,2056272
2025-09-02 18:41:10,36600,1656892
2025-09-02 18:41:20,39520,1795200
2025-09-02 18:41:30,38009,1723512
2025-09-02 18:41:40,39809,1816676
2025-09-02 18:41:50,38910,1763672
2025-09-02 18:42:00,34879,1567764
2025-09-02 18:42:10,33284,1480676
2025-09-02 18:42:20,34390,1558100
2025-09-02 18:42:30,34042,1539292
2025-09-02 18:42:40,31011,1386568
2025-09-02 18:42:50,30113,1359984
2025-09-02 18:43:00,27151,1214116
2025-09-02 18:43:10,28123,1271128
2025-09-02 18:43:20,24109,1064588
2025-09-02 18:43:30,19741,864064
2025-09-02 18:43:40,18520,808536
2025-09-02 18:43:50,16672,710876
2025-09-02 18:44:00,15003,652924
2025-09-02 18:44:10,9938,422444
