Epoch,Train Loss,Val Loss,10s Loss,30s Loss,1min Loss
1,7.733855234252082,4.720085793071323,8.490377128124237,6.251141667366028,6.16015100479126
5,1.7667300552129745,1.5762727641397052,1.4107280671596527,1.761080525815487,3.914041042327881
10,1.2187786565886602,1.1398714151647356,0.9683597634236017,1.3142732232809067,2.530302882194519
15,0.9049754548403952,0.8546787235471938,0.7343920109172662,1.0991836413741112,1.540059745311737
