reduced_feature_0,reduced_feature_1,reduced_feature_2,reduced_feature_3,reduced_feature_4,reduced_feature_5,reduced_feature_6,reduced_feature_7,reduced_feature_8,reduced_feature_9,reduced_feature_10,reduced_feature_11,reduced_feature_12,reduced_feature_13,reduced_feature_14,reduced_feature_15,reduced_feature_16,reduced_feature_17,reduced_feature_18,reduced_feature_19,reduced_feature_20,reduced_feature_21,reduced_feature_22,reduced_feature_23,reduced_feature_24,reduced_feature_25,reduced_feature_26,reduced_feature_27,reduced_feature_28,reduced_feature_29,reduced_feature_30,reduced_feature_31,datetime,direction_aggregate_direction,timestamp_numeric,time_window
3.5794536873456115,2.787889599070958,0.058139565420142765,-0.25629478724452426,13.531143180540042,3.026915254290218,-6.973341234870365,-3.788274562567734,2.018357189298195,-1.70304532630854,-1.7252032486600128,-1.681717013286086,-4.082532130743007,0.1932246202986948,1.7471918826780506,12.490401703658078,3.2358701152120024,-0.14860902401702275,-0.5480761593794357,1.2767843387333384,-0.6737061690094068,2.823664212251088,5.061811128541466,3.40242741149492,3.5894146485562226,-4.831758337688099,6.0759089795534855,11.182117193882007,12.289701994604231,-8.743155364073049,-1.0280167009659116,9.152926186329427,2025-09-02 19:28:10,A,1756841290,10s
3.2490083941019057,-1.4407037415472836,-0.9370984618205757,3.499316232276783,4.56438829251242,3.4039150002480705,0.2497302661849052,-1.0499928336836688,0.8689283710974918,-0.8617531885357531,-0.5485133238771133,-0.23935014752474076,-1.7169421056186445,0.5455257123094618,3.4095648313055666,6.921417154390696,1.877984765418368,0.4602826784240292,-0.13737501219754272,-0.8598368990868036,-1.6436194661010448,-1.3658013873152994,0.7369756015057988,1.988645030250055,9.21550651509385,-1.1272266818381587,10.867435120248539,-1.5778777881317962,-6.271036100926275,4.872688730220768,-0.20423739673485644,-6.84516479490781,2025-09-02 19:28:20,A,1756841300,10s
2.2608132554688147,-1.5423948062434718,-0.8210007513372732,1.0973337922343924,7.036061703289969,-5.712049673744565,-2.1322677417576634,-2.578078246496375,0.34557854682361233,0.1869308695181276,-0.816720141940929,1.1913265766357342,-0.7154673723141016,-0.28952420310848515,1.2798255946540738,1.0540676934189295,0.5428177976651555,-0.4735203198810631,0.5623747271906056,-0.4811947087890575,0.522203074358313,-1.5106182511621171,0.09501151384113865,0.8693235305783764,0.6052423020795504,-0.5551608291490105,-2.7671886745428096,-2.3180095478506297,0.21960179837777302,4.091212760353107,1.7022664498739226,-1.3002888758475426,2025-09-02 19:28:30,A,1756841310,10s
1.5028632581000432,-0.9240493538001442,-0.442281848577039,-0.3680298264472586,3.565536647852886,-3.7749413756714847,-0.03035699395539109,-0.507573553353075,0.9049720091662118,-0.25877910057595116,-0.44306616425394246,0.20151807127587604,-0.7652295263169948,-0.28735494096746794,1.8422601159119287,2.02673998218086,0.7399217762678467,0.654367180230536,0.6610843110727119,-1.1159013424132378,0.4798517529189593,-1.5822713367724701,-0.668464500224147,-0.09430203889251054,-0.812324995562251,0.19998164054642303,-2.2894200305839836,-1.0421063032431137,0.2793400154861427,2.4690618874110557,1.0880832689424302,-0.7446388808987954,2025-09-02 19:28:40,A,1756841320,10s
1.2116107611996583,-0.478635133710824,-0.29767767797523653,-0.9242896310977393,1.8617791127337195,-1.8095363983185007,0.9568973390226043,0.5952810696150056,1.1168154073132046,-0.3041272350891238,-0.04713848850527966,-0.05268845482168392,-0.6217079680435225,-0.6006378708690586,1.4747381749003663,2.6661700602459173,-0.2511238071826064,1.2887524912972446,-0.3616484833533831,-1.6285914054064985,0.8576675152942462,-2.1699156140615345,-0.44613638464162736,0.15073057694534822,-0.12132506333223789,0.42123142476313546,-2.16223681069356,-1.359611380900823,0.550040772043413,2.28774356466903,0.7172312031441996,0.040410850856898446,2025-09-02 19:28:50,A,1756841330,10s
0.8487602123923597,-0.7243663424189392,-0.18123335747724342,-0.7620409207142739,0.61095229450733,-0.862193904072424,-0.4138633750026222,0.9420369979718288,1.8926639382940813,0.24776628594502084,1.2084921804504443,0.13723279663996257,-0.019875965192812695,-0.7838018221011211,0.9920511949907531,0.6328690143626087,-0.8321953487443308,-0.16177803460373752,-0.08579199312101754,-0.18017505529161598,-0.5482450475111995,-0.38611042173180515,-0.3896679561437384,-0.6371246837096012,0.06491036380128384,0.3236942750504383,-0.5722699171366383,-0.23321042060917677,0.747517380257003,0.8372793017723069,-0.1724721277871712,-0.3604270287292893,2025-09-02 19:29:00,A,1756841340,10s
0.6558370279107254,-0.4024019274934334,-0.23250472686851198,-1.2368651042026046,0.9642318968354708,-0.7138030073261842,0.2681087129868881,1.1441783834363914,1.1119518858844193,0.18033203608417717,0.5941349659108585,0.6950750871567638,-0.7581532722928306,-0.5825395170107732,0.6743904481581482,-0.523858723235484,-0.028781963063939337,-0.381876526646839,1.547283966984502,-0.44953842250640635,0.527151249939001,-0.5752593168780533,0.7183293536324488,-0.4327672916513815,0.809586236368035,0.6892461838067211,0.2872682212033963,-0.2530808857587619,1.3939529779880868,0.9684415211206511,-0.3147127205407824,-0.0007309019066496718,2025-09-02 19:29:10,A,1756841350,10s
0.6104247755673647,-0.16746659615943843,-0.26853419456847966,-1.3879303583731715,1.1607965748990754,-0.3190574255518901,0.6887294546459661,1.5582895435624984,0.5751752093145382,0.33731426713665624,0.4730762248988542,1.0221222300444917,-1.6060641615374045,-0.313787841761323,-0.27289894903675815,-0.4362720319655484,-1.3960648220094374,0.9207724133966702,0.04993672735820968,-0.8324133236017345,-1.2980751227638094,-0.1507199184326313,-0.17197395607470375,-0.6078630934063896,1.953259516129071,1.3244990425253358,-0.6853935410818444,1.0941233642540338,1.9875320133248993,0.0881547355411675,-0.41870809939230874,-0.04511007694593522,2025-09-02 19:29:20,A,1756841360,10s
0.4524392645363619,-0.285532819468239,-0.3748976918308776,-0.9921457705274848,0.7374029401900304,-0.5498135177387233,-0.25262058585386915,1.6768534747215864,0.592617862256372,0.2952144412141324,0.41582101487486206,1.0792054365430188,-1.6482739803906137,-0.49454807555672664,-0.04354865102331731,-0.29902782689057655,-1.2075307911323865,-0.7108269309764981,0.4599552636169677,0.8520526607812221,1.0164227838914655,-0.8662801987654606,0.7261275784406575,-0.22299415634294928,0.8727383584476135,0.15395452637986362,-0.04578030295274201,0.12679905633361346,1.170812477086705,0.6622230168925347,0.3645929291863464,-0.07591322964037983,2025-09-02 19:29:30,A,1756841370,10s
0.49593305324118747,-0.24290954172326515,-0.05658850090430601,-0.902384217184768,-0.06297907952811042,-0.19615344940478316,1.4011602250873003,0.34360497191062334,1.5908972187757155,-0.15854336537502484,0.8740171442270492,0.027320091222085046,0.5191601376854722,-0.9555515255821109,1.0886046764214297,-0.3038962951175354,-1.3661596923796726,0.4859746376577383,0.4650739397098807,0.23275586473678958,0.21608520463495365,-0.30133708637949413,0.37831388887738965,-0.6526669588255851,0.5417013363947478,0.1837492194602446,0.9224952131293145,0.023471378207258156,0.4707299230301365,0.25655136533784734,0.2763858061315892,0.4081493912973986,2025-09-02 19:29:40,A,1756841380,10s
