datetime,reduced_feature_0,reduced_feature_1
2025-09-02 19:28:10,16.728835422486497,7.26895508379802
2025-09-02 19:28:20,15.071583557004633,-3.4939726681057373
2025-09-02 19:28:30,10.11557943031855,-3.7528042686349155
2025-09-02 19:28:40,6.314302569174164,-2.178945802170805
2025-09-02 19:28:50,4.853610727942718,-1.045244666986448
2025-09-02 19:29:00,3.0338397667672337,-1.6706978691916867
2025-09-02 19:29:10,2.0662898760169583,-0.8512102861126902
2025-09-02 19:29:20,1.838537986519585,-0.25323554750903293
2025-09-02 19:29:30,1.046207793811591,-0.5537464098817594
2025-09-02 19:29:40,1.2643381891953331,-0.44525849866270395
2025-09-02 19:29:50,0.27907672419465185,-0.5042466587418187
2025-09-02 19:30:00,0.3161856390174554,-0.6230565569982859
2025-09-02 19:30:10,-0.22079974737062483,0.25410566752983943
2025-09-02 19:30:20,-0.29745031207163103,0.12399774312618445
2025-09-02 19:30:30,-0.21822794528781347,-0.4044457374101903
2025-09-02 19:30:40,-1.2200018327296553,-0.09019458535270122
2025-09-02 19:30:50,-1.8785924882889817,0.2569754162330793
2025-09-02 19:31:00,-1.8987439853367913,0.3610674184973468
2025-09-02 19:31:10,-2.112995652656191,0.7155708551606027
2025-09-02 19:31:20,-1.8261771196531897,1.2204504042515256
2025-09-02 19:31:30,-1.9482570638475023,0.7484965280726941
2025-09-02 19:31:40,-2.070967676478361,0.5232617696438495
2025-09-02 19:31:50,-2.1637046421342054,0.4503919456521725
2025-09-02 19:32:00,-3.163546111293326,0.7291173596294699
2025-09-02 19:32:10,-2.7663115100316875,0.6837404101310186
2025-09-02 19:32:20,-3.086181090723844,1.3406615574736573
2025-09-02 19:32:30,-3.2468828447204,0.9124583173012552
2025-09-02 19:32:40,-3.2823893374140134,0.9767174142056618
2025-09-02 19:32:50,-3.3654873626388793,1.273067379079885
2025-09-02 19:33:00,-3.4450669607892834,1.2870614250847061
2025-09-02 19:33:10,-3.5413965217661185,1.0959835797285913
2025-09-02 19:33:20,-3.830817264790281,0.9283270332133171
2025-09-02 19:33:30,-3.7760648023218693,1.1084156541559471
2025-09-02 19:33:40,-3.798598630617674,1.1777798370766024
2025-09-02 19:33:50,-4.172865947826504,1.0893391938910628
2025-09-02 19:34:00,-4.3813873152965375,1.1134813307422669
2025-09-02 19:34:10,-4.524270883102312,0.8649909323053365
2025-09-02 19:34:20,-5.888159267308734,1.1935019649777407
2025-09-02 19:34:30,-9.291664992030517,3.9808306338390747
2025-09-02 19:34:40,15.11603183667867,19.951913021245694
2025-09-02 19:34:50,9.226819727155503,-4.275840280583701
2025-09-02 19:35:00,7.705570522759948,-3.042778720342803
2025-09-02 19:35:10,4.496832915214063,-1.2982142375893198
2025-09-02 19:35:20,3.664384664242274,-1.1322715832271275
2025-09-02 19:35:30,1.7822371114682167,-0.6409430562951789
2025-09-02 19:35:40,1.4674026651495617,-0.39017551110569515
2025-09-02 19:35:50,1.2002329996921761,-0.06923791384049544
2025-09-02 19:36:00,0.8545425753522928,-0.5132766740835293
2025-09-02 19:36:10,0.9856940489495485,0.19725675593508185
2025-09-02 19:36:20,0.13041949548451995,-0.8070897475866563
2025-09-02 19:36:30,-0.17443745546632644,-0.29316101458669147
2025-09-02 19:36:40,0.2800480399892786,0.1540860371266326
2025-09-02 19:36:50,-0.38995584320247656,-0.5448824126636307
2025-09-02 19:37:00,-1.0711176449610105,-0.1442595588993247
2025-09-02 19:37:10,-1.446936191549502,0.5503958642162138
2025-09-02 19:37:20,-1.5922984326774232,0.39609131095336986
2025-09-02 19:37:30,-2.346264081721851,0.7237751395447908
2025-09-02 19:37:40,-1.815223226448214,0.6025878503142148
2025-09-02 19:37:50,-2.138465889449076,1.3274746385581118
2025-09-02 19:38:00,-2.5034445919764523,0.7781024842520223
2025-09-02 19:38:10,-2.480411837435977,1.2612748172178645
2025-09-02 19:38:20,-2.469758805603122,0.8060360895026748
2025-09-02 19:38:30,-2.8379159702959673,0.8069201934865194
2025-09-02 19:38:40,-3.016701120647617,1.0210491799020693
2025-09-02 19:38:50,-3.094606632830296,0.8238820464501603
2025-09-02 19:39:00,-3.2948196352474346,1.3355086482945528
2025-09-02 19:39:10,-3.102738939330174,1.000083127508009
2025-09-02 19:39:20,-3.2806179167252187,0.8826964875357253
2025-09-02 19:39:30,-3.4925236334857015,0.7811284569403086
2025-09-02 19:39:40,-3.676312661391743,0.9343074898145742
2025-09-02 19:39:50,-3.7827658050776045,1.1870579303486135
2025-09-02 19:40:00,-3.6583640398316137,0.945877616639189
2025-09-02 19:40:10,-3.879428907409214,1.1581927377940087
2025-09-02 19:40:20,-4.214975224813427,1.1570472049293767
2025-09-02 19:40:30,-4.180260158232861,0.8043809486368141
2025-09-02 19:40:40,-5.22693217398846,1.0452114742416638
2025-09-02 19:40:50,-6.847407059448067,1.5914101592689065
2025-09-02 19:41:00,10.406116382191016,19.54941380038542
2025-09-02 19:41:10,11.95333828281373,-0.7458689528052401
